Timestamp,ETH_Bal,Proxy_Bal,Gold_Spot
2026-04-30 03:25,0.0,0.0,0.0
2026-04-30 03:28,0.0,0.0
2026-04-30 03:32,0.0,0.0
2026-04-30 04:09,0.0
2026-04-30 04:34,0.0,0.0
2026-04-30 04:38,0.0,0.0
2026-04-30 04:42,0.0,0.0
04-30 04:43,0.0,0.0
04-30 04:48,0.0,0.0
2026-04-30 04:49,0.0,0.0
04-30 04:51,0.0,0.0
2026-04-30 04:53,0.0,4616.035
2026-04-30 04:56,0.0,4617
2026-04-30 04:58,0.0,4616.695
2026-04-30 05:03,0.0,4616.58
2026-04-30 05:04,0.0,4617.21
2026-04-30 05:06,0.0,4620.015
2026-04-30 05:07,0.0,4617.115
2026-04-30 05:09,0.0,4617.205
2026-04-30 05:16,0.0,4617.11
2026-04-30 05:23,0.0,0.0,4617.37
2026-05-01 08:11,0.0,0.0,4576.815
2026-05-01 08:47,0.0,0.0,4591.835
